epoch,accuracy,loss,precision,recall,specificity_at_sensitivity,val_accuracy,val_loss,val_precision,val_recall,val_specificity_at_sensitivity
0,0.9538759589195251,0.14489904046058655,0.9574218988418579,0.949999988079071,0.998467206954956,0.8325545191764832,1.0076607465744019,0.8383280634880066,0.8278816342353821,0.9635372161865234
1,0.9589067697525024,0.12597572803497314,0.9628833532333374,0.9554176926612854,0.9988898634910583,0.855140209197998,0.8429486751556396,0.8689436316490173,0.8520249128341675,0.9740866422653198
2,0.9641403555870056,0.11794815957546234,0.9672386646270752,0.9614266157150269,0.9989250898361206,0.8925233483314514,0.7454856038093567,0.8990536332130432,0.8878504633903503,0.9876097440719604
3,0.9596821069717407,0.12254451215267181,0.9648300409317017,0.9571622610092163,0.9989603161811829,0.8263239860534668,1.0821256637573242,0.8390437960624695,0.8200934529304504,0.9515718221664429
4,0.9505718350410461,0.15580610930919647,0.9558334946632385,0.948051929473877,0.9982026219367981,0.8442367315292358,0.9066979885101318,0.8549920916557312,0.8403427004814148,0.9677145481109619
